Longitude[deg], Latitude[deg], Radiance
24.838299 -7.647200 0.046523
24.852299 -7.647600 0.041354
24.864500 -7.648000 0.046523
24.468300 -7.646000 0.036185
24.487600 -7.646500 0.036185
24.494499 -7.646900 0.041354
24.506699 -7.647300 0.036185
24.520699 -7.647700 0.051693
24.531099 -7.648100 0.036185
24.545099 -7.648600 0.025846
24.557299 -7.649000 0.041354
24.571199 -7.649400 0.036185
24.583399 -7.649800 0.041354
24.595600 -7.650300 0.041354
24.609499 -7.650700 0.067200
24.621799 -7.651100 0.041354
24.634100 -7.651500 0.031016
24.646299 -7.652000 0.041354
24.660299 -7.652400 0.031016
24.672499 -7.652800 0.041354
24.686399 -7.653200 0.041354
24.698599 -7.653700 0.031016
24.710800 -7.654100 0.041354
24.724800 -7.654500 0.046523
24.737000 -7.654900 0.046523
24.749199 -7.655300 0.041354
24.761400 -7.655800 0.046523
24.775400 -7.656200 0.031016
24.787600 -7.656600 0.025846
24.799799 -7.657000 0.036185
24.813799 -7.657500 0.051693
24.826000 -7.657900 0.046523
24.838200 -7.658300 0.041354
24.852200 -7.658700 0.051693
24.864399 -7.659100 0.031016
24.467999 -7.657100 0.051693
24.487400 -7.657600 0.046523
24.494299 -7.658000 0.046523
24.506500 -7.658400 0.046523
24.520500 -7.658800 0.036185
24.532700 -7.659200 0.031016
24.544899 -7.659700 0.051693
24.557100 -7.660100 0.056862
24.571100 -7.660500 0.051693
24.583199 -7.660900 0.046523
24.595400 -7.661400 0.031016
24.607698 -7.661800 0.031016
24.621700 -7.662200 0.025846
24.633999 -7.662600 0.051693
24.647900 -7.663100 0.056862
24.660099 -7.663500 0.051693
24.672298 -7.663900 0.025846
24.686300 -7.664300 0.031016
24.698500 -7.664800 0.031016
24.710699 -7.665200 0.036185
24.722898 -7.665600 0.036185
24.736898 -7.666000 0.041354
24.749100 -7.666400 0.051693
24.761299 -7.666900 0.036185
24.775299 -7.667300 0.025846
24.787498 -7.667700 0.041354
24.799700 -7.668100 0.041354
24.811899 -7.668500 0.031016
24.825899 -7.669000 0.056862
24.838099 -7.669400 0.056862
24.850399 -7.669800 0.046523
24.864399 -7.670200 0.041354
24.467800 -7.668200 0.046523
24.487099 -7.668700 0.041354
24.494099 -7.669000 0.036185
24.506300 -7.669500 0.046523
24.520300 -7.669900 0.036185
24.532499 -7.670300 0.051693
24.544699 -7.670800 0.051693
24.556999 -7.671200 0.041354
24.569199 -7.671600 0.056862
24.583099 -7.672000 0.041354
24.595299 -7.672500 0.036185
24.607500 -7.672900 0.051693
24.621500 -7.673300 0.041354
24.633799 -7.673700 0.036185
24.647799 -7.674200 0.056862
24.660000 -7.674600 0.046523
24.672199 -7.675000 0.041354
24.684399 -7.675400 0.056862
24.698399 -7.675900 0.041354
24.710600 -7.676300 0.046523
24.722799 -7.676700 0.041354
24.736799 -7.677100 0.051693
24.748999 -7.677500 0.036185
24.762899 -7.678000 0.046523
24.775200 -7.678400 0.056862
24.787399 -7.678800 0.046523
24.799599 -7.679200 0.051693
24.811800 -7.679600 0.036185
24.825800 -7.680100 0.036185
24.838099 -7.680500 0.041354
24.850300 -7.680900 0.046523
24.864300 -7.681300 0.036185
24.465799 -7.679300 0.046564
24.486799 -7.679800 0.056902
24.493799 -7.680100 0.036225
24.506100 -7.680600 0.046564
24.520100 -7.681000 0.041394
24.530600 -7.681400 0.036225
24.544498 -7.681900 0.036225
24.556799 -7.682300 0.041394
24.569000 -7.682700 0.046564
24.582899 -7.683100 0.036225
24.595098 -7.683600 0.036225
24.609098 -7.684000 0.046564
24.621399 -7.684400 0.041394
24.633699 -7.684800 0.062071
24.645899 -7.685200 0.031056
24.659899 -7.685700 0.031056
24.672100 -7.686100 0.056902
24.684299 -7.686500 0.046564
24.698200 -7.687000 0.046564
24.710499 -7.687400 0.046564
24.722700 -7.687800 0.036225
24.736599 -7.688200 0.051733
24.748899 -7.688600 0.051733
24.761099 -7.689100 0.051733
24.775099 -7.689500 0.056902
24.787300 -7.689900 0.041394
24.799500 -7.690300 0.062071
24.813499 -7.690700 0.046564
24.825699 -7.691200 0.036225
24.837999 -7.691600 0.056902
24.850199 -7.692000 0.051733
24.864199 -7.692400 0.056902
24.465500 -7.690400 0.036266
24.484798 -7.690900 0.056943
24.493599 -7.691200 0.046604
24.505899 -7.691700 0.031096
24.519899 -7.692100 0.051773
24.530399 -7.692500 0.051773
24.544399 -7.692900 0.051773
24.556599 -7.693400 0.041435
24.568800 -7.693800 0.036266
24.582800 -7.694200 0.036266
24.594999 -7.694600 0.046604
24.608999 -7.695100 0.051773
24.621300 -7.695500 0.051773
24.633499 -7.695900 0.036266
24.647499 -7.696400 0.041435
24.659698 -7.696800 0.015589
24.671900 -7.697200 0.036266
24.685900 -7.697600 0.046604
24.698099 -7.698100 0.041435
24.710299 -7.698500 0.031096
24.724298 -7.698900 0.041435
24.736500 -7.699300 0.041435
24.748699 -7.699700 0.041435
24.761000 -7.700100 0.041435
24.773199 -7.700600 0.036266
24.787199 -7.701000 0.041435
24.801199 -7.701400 0.025927
24.811600 -7.701800 0.046604
24.825600 -7.702300 0.025927
24.837900 -7.702700 0.036266
24.851900 -7.703100 0.031096
24.864100 -7.703500 0.036266
24.467100 -7.701500 0.051812
24.486399 -7.702000 0.046643
24.493399 -7.702300 0.041474
24.505699 -7.702800 0.041474
24.519699 -7.703200 0.041474
24.530199 -7.703600 0.051812
24.544199 -7.704000 0.051812
24.556400 -7.704500 0.031135
24.570400 -7.704900 0.056982
24.582600 -7.705300 0.041474
24.594900 -7.705700 0.051812
24.607100 -7.706200 0.031135
24.621199 -7.706600 0.046643
24.633400 -7.707000 0.025966
24.645599 -7.707400 0.036305
24.659599 -7.707900 0.046643
24.671799 -7.708300 0.067320
24.684000 -7.708700 0.041474
24.698000 -7.709100 0.031135
24.710199 -7.709600 0.036305
24.724199 -7.710000 0.036305
24.736399 -7.710400 0.041474
24.748600 -7.710800 0.036305
24.760899 -7.711200 0.041474
24.774799 -7.711700 0.041474
24.787100 -7.712100 0.046643
24.799299 -7.712500 0.051812
24.811499 -7.712900 0.041474
24.825499 -7.713400 0.056982
24.837799 -7.713800 0.041474
24.851799 -7.714200 0.046643
24.864000 -7.714600 0.046643
24.466900 -7.712600 0.031176
24.486200 -7.713100 0.026007
24.493200 -7.713400 0.046684
24.505499 -7.713800 0.015668
24.519499 -7.714300 0.015668
24.529999 -7.714700 0.041514
24.543999 -7.715100 0.041514
24.556299 -7.715600 0.031176
24.568499 -7.716000 0.046684
24.582499 -7.716400 0.051853
24.594700 -7.716800 0.041514
24.606998 -7.717300 0.026007
24.619200 -7.717700 0.041514
24.633200 -7.718100 0.041514
24.647200 -7.718500 0.041514
24.659399 -7.719000 0.046684
24.671598 -7.719400 0.041514
24.683899 -7.719800 0.036345
24.697800 -7.720200 0.031176
24.710100 -7.720700 0.046684
24.722300 -7.721100 0.046684
24.736300 -7.721500 0.041514
24.748499 -7.721900 0.062191
24.760700 -7.722300 0.057022
24.774700 -7.722800 0.036345
24.786999 -7.723200 0.051853
24.799200 -7.723600 0.046684
24.813200 -7.724000 0.057022
24.825399 -7.724400 0.036345
24.837700 -7.724900 0.031176
24.849998 -7.725300 0.036345
24.864000 -7.725700 0.041514
24.466700 -7.723700 0.041555
24.486000 -7.724200 0.041555
24.493099 -7.724500 0.031216
24.505299 -7.724900 0.036385
24.519299 -7.725400 0.036385
24.531500 -7.725800 0.031216
24.543798 -7.726200 0.041555
24.556099 -7.726600 0.051893
24.568399 -7.727100 0.057063
24.582399 -7.727500 0.051893
24.594599 -7.727900 0.062232
24.608599 -7.728400 0.051893
24.620800 -7.728800 0.046724
24.633099 -7.729200 0.046724
24.646999 -7.729600 0.046724
24.659300 -7.730100 0.036385
24.671499 -7.730500 0.051893
24.683699 -7.730900 0.041555
24.697699 -7.731300 0.036385
24.711699 -7.731800 0.041555
24.723900 -7.732200 0.031216
24.736099 -7.732600 0.046724
24.748400 -7.733000 0.041555
24.762400 -7.733400 0.046724
24.774599 -7.733900 0.041555
24.786900 -7.734300 0.041555
24.799099 -7.734700 0.041555
24.813099 -7.735100 0.062232
24.825399 -7.735500 0.046724
24.837599 -7.736000 0.046724
24.849899 -7.736400 0.057063
24.863899 -7.736800 0.041555
24.466499 -7.734700 0.031257
24.485800 -7.735200 0.015749
24.492800 -7.735600 0.036426
24.505100 -7.736000 0.041595
24.517300 -7.736500 0.041595
24.531300 -7.736900 0.031257
24.543600 -7.737300 0.036426
24.555899 -7.737700 0.036426
24.568199 -7.738200 0.041595
24.582199 -7.738600 0.051934
24.594398 -7.739000 0.062272
24.606699 -7.739400 0.057103
24.620699 -7.739900 0.057103
24.632900 -7.740300 0.046764
24.645100 -7.740700 0.041595
24.659100 -7.741100 0.062272
24.671299 -7.741600 0.046764
24.683599 -7.742000 0.020918
24.697599 -7.742400 0.046764
24.709799 -7.742800 0.046764
24.722000 -7.743300 0.046764
24.736000 -7.743700 0.046764
24.748299 -7.744100 0.046764
24.760500 -7.744500 0.051934
24.774500 -7.745000 0.067441
24.786699 -7.745400 0.041595
24.799000 -7.745800 0.041595
24.811300 -7.746200 0.046764
24.825300 -7.746600 0.051934
24.837500 -7.747000 0.046764
24.849800 -7.747500 0.026087
24.863800 -7.747900 0.046764
24.464600 -7.745800 0.036465
24.485600 -7.746300 0.036465
24.492599 -7.746700 0.051973
24.504900 -7.747100 0.046804
24.517099 -7.747500 0.041634
24.529400 -7.748000 0.046804
24.543400 -7.748400 0.036465
24.555700 -7.748800 0.051973
24.567999 -7.749200 0.046804
24.581999 -7.749700 0.046804
24.594299 -7.750100 0.046804
24.608200 -7.750500 0.057142
24.620499 -7.751000 0.041634
24.632700 -7.751400 0.041634
24.646700 -7.751800 0.046804
24.658998 -7.752200 0.036465
24.671200 -7.752700 0.046804
24.683399 -7.753100 0.046804
24.697399 -7.753500 0.046804
24.709700 -7.753900 0.036465
24.721899 -7.754300 0.046804
24.735899 -7.754800 0.046804
24.748100 -7.755200 0.051973
24.760399 -7.755600 0.031296
24.774399 -7.756000 0.046804
24.786600 -7.756500 0.051973
24.798899 -7.756900 0.057142
24.811199 -7.757300 0.041634
24.825199 -7.757700 0.051973
24.837399 -7.758100 0.031296
24.849699 -7.758500 0.036465
24.863699 -7.759000 0.041634
24.464499 -7.756900 0.046844
24.485399 -7.757400 0.046844
24.492399 -7.757800 0.041675
24.504599 -7.758200 0.046844
24.518700 -7.758700 0.067521
24.529200 -7.759100 0.031336
24.543200 -7.759500 0.046844
24.555500 -7.759900 0.057182
24.567799 -7.760300 0.041675
24.581799 -7.760800 0.046844
24.594099 -7.761200 0.067521
24.606298 -7.761600 0.041675
24.620300 -7.762100 0.046844
24.632599 -7.762500 0.067521
24.646599 -7.762900 0.062352
24.658800 -7.763300 0.052013
24.671000 -7.763700 0.052013
24.684999 -7.764200 0.036505
24.697300 -7.764600 0.031336
24.709499 -7.765000 0.046844
24.723499 -7.765500 0.036505
24.735800 -7.765900 0.041675
24.747999 -7.766300 0.041675
24.760300 -7.766700 0.041675
24.774300 -7.767100 0.046844
24.786499 -7.767500 0.031336
24.798800 -7.768000 0.041675
24.811100 -7.768400 0.026167
24.825100 -7.768800 0.026167
24.837399 -7.769200 0.057182
24.851398 -7.769700 0.052013
24.863699 -7.770100 0.057182
24.464300 -7.768000 0.046884
24.485199 -7.768500 0.041715
24.492199 -7.768900 0.041715
24.504400 -7.769300 0.021038
24.518499 -7.769700 0.026207
24.528999 -7.770100 0.052054
24.542999 -7.770600 0.046884
24.555300 -7.771000 0.041715
24.569300 -7.771400 0.046884
24.581600 -7.771900 0.062392
24.593899 -7.772300 0.036546
24.607899 -7.772700 0.041715
24.620199 -7.773100 0.036546
24.632399 -7.773600 0.036546
24.644699 -7.774000 0.031376
24.658600 -7.774400 0.031376
24.670898 -7.774800 0.026207
24.684900 -7.775300 0.036546
24.697100 -7.775700 0.036546
24.709400 -7.776100 0.046884
24.721600 -7.776500 0.052054
24.735600 -7.777000 0.036546
24.747900 -7.777400 0.031376
24.760199 -7.777800 0.041715
24.774199 -7.778200 0.046884
24.786400 -7.778600 0.041715
24.800400 -7.779100 0.031376
24.810999 -7.779500 0.021038
24.824999 -7.779900 0.046884
24.837299 -7.780300 0.052054
24.851299 -7.780700 0.052054
24.863600 -7.781200 0.046884
24.465799 -7.779100 0.052094
24.484999 -7.779600 0.046925
24.491999 -7.780000 0.062432
24.504299 -7.780400 0.041755
24.518299 -7.780800 0.036586
24.528799 -7.781200 0.041755
24.542799 -7.781700 0.041755
24.555099 -7.782100 0.041755
24.567400 -7.782500 0.041755
24.581400 -7.782900 0.052094
24.593699 -7.783400 0.031417
24.605999 -7.783800 0.046925
24.619999 -7.784200 0.052094
24.632200 -7.784600 0.046925
24.646200 -7.785100 0.052094
24.658499 -7.785500 0.046925
24.670799 -7.785900 0.041755
24.684799 -7.786400 0.046925
24.696999 -7.786800 0.046925
24.709299 -7.787200 0.057263
24.721498 -7.787600 0.041755
24.733799 -7.788000 0.031417
24.747799 -7.788500 0.031417
24.761799 -7.788900 0.036586
24.774000 -7.789300 0.046925
24.786299 -7.789700 0.046925
24.798599 -7.790100 0.046925
24.812599 -7.790600 0.046925
24.824900 -7.791000 0.062432
24.837200 -7.791400 0.036586
24.849499 -7.791800 0.036586
24.863499 -7.792200 0.041755
24.465599 -7.790200 0.041795
24.484798 -7.790700 0.057302
24.491800 -7.791000 0.041795
24.504000 -7.791500 0.041795
24.516300 -7.791900 0.041795
24.530399 -7.792300 0.041795
24.542599 -7.792800 0.041795
24.554899 -7.793200 0.026287
24.567200 -7.793600 0.041795
24.581299 -7.794000 0.041795
24.593500 -7.794500 0.052133
24.605799 -7.794900 0.041795
24.619799 -7.795300 0.046964
24.632099 -7.795700 0.041795
24.644299 -7.796100 0.046964
24.658400 -7.796600 0.046964
24.670599 -7.797000 0.052133
24.682899 -7.797400 0.067641
24.696899 -7.797900 0.036625
24.710899 -7.798300 0.041795
24.723099 -7.798700 0.041795
24.733599 -7.799100 0.041795
24.747700 -7.799500 0.046964
24.761700 -7.800000 0.026287
24.773899 -7.800400 0.041795
24.786200 -7.800800 0.036625
24.798500 -7.801200 0.052133
24.812500 -7.801700 0.041795
24.824799 -7.802100 0.036625
24.837099 -7.802500 0.041795
24.849400 -7.802900 0.031456
24.863400 -7.803300 0.046964
24.465399 -7.801300 0.036666
24.484600 -7.801800 0.047004
24.491600 -7.802100 0.031496
24.503799 -7.802500 0.041835
24.516100 -7.803000 0.026327
24.530199 -7.803400 0.047004
24.542500 -7.803800 0.047004
24.554800 -7.804300 0.052173
24.567099 -7.804700 0.057343
24.579399 -7.805100 0.052173
24.593399 -7.805500 0.052173
24.607399 -7.806000 0.036666
24.619699 -7.806400 0.031496
24.631899 -7.806800 0.047004
24.644199 -7.807200 0.031496
24.658199 -7.807700 0.041835
24.670500 -7.808100 0.041835
24.682699 -7.808500 0.052173
24.696699 -7.808900 0.041835
24.709000 -7.809400 0.036666
24.721300 -7.809800 0.041835
24.735300 -7.810200 0.047004
24.747499 -7.810600 0.041835
24.759800 -7.811000 0.047004
24.773800 -7.811500 0.047004
24.786098 -7.811900 0.052173
24.798399 -7.812300 0.052173
24.810699 -7.812700 0.047004
24.824699 -7.813200 0.041835
24.837000 -7.813600 0.067681
24.851099 -7.814000 0.047004
24.863300 -7.814400 0.041835
24.463400 -7.812300 0.062552
24.484400 -7.812900 0.047045
24.491400 -7.813200 0.047045
24.503599 -7.813600 0.041875
24.517599 -7.814100 0.047045
24.528200 -7.814500 0.067722
24.542299 -7.814900 0.041875
24.554600 -7.815300 0.047045
24.568699 -7.815800 0.062552
24.580999 -7.816200 0.052214
24.591499 -7.816600 0.062552
24.607300 -7.817100 0.057383
24.619499 -7.817500 0.036706
24.631800 -7.817900 0.052214
24.643999 -7.818300 0.052214
24.658100 -7.818800 0.052214
24.670300 -7.819200 0.047045
24.684299 -7.819600 0.047045
24.694799 -7.820000 0.036706
24.708899 -7.820400 0.041875
24.721100 -7.820900 0.052214
24.735199 -7.821300 0.041875
24.747400 -7.821700 0.041875
24.759699 -7.822100 0.026368
24.771999 -7.822500 0.031537
24.785999 -7.823000 0.052214
24.798300 -7.823400 0.062552
24.812300 -7.823800 0.052214
24.824600 -7.824200 0.047045
24.836899 -7.824700 0.047045
24.851000 -7.825100 0.062552
24.863300 -7.825500 0.026368
24.464899 -7.823400 0.047085
24.484200 -7.823900 0.041916
24.491100 -7.824300 0.047085
24.503399 -7.824700 0.047085
24.517399 -7.825200 0.047085
24.529699 -7.825600 0.041916
24.540298 -7.826000 0.047085
24.554399 -7.826400 0.057423
24.568499 -7.826900 0.047085
24.580799 -7.827300 0.026408
24.593100 -7.827700 0.047085
24.605299 -7.828100 0.047085
24.619400 -7.828600 0.072931
24.631599 -7.829000 0.052254
24.645599 -7.829400 0.047085
24.657900 -7.829800 0.047085
24.670198 -7.830300 0.062593
24.684200 -7.830700 0.047085
24.696499 -7.831100 0.052254
24.708700 -7.831500 0.047085
24.720999 -7.831900 0.036746
24.734999 -7.832400 0.021239
24.747299 -7.832800 0.047085
24.761299 -7.833200 0.047085
24.771900 -7.833600 0.047085
24.785900 -7.834100 0.041916
24.798199 -7.834500 0.041916
24.812199 -7.834900 0.026408
24.824499 -7.835300 0.036746
24.836800 -7.835700 0.057423
24.850899 -7.836200 0.036746
24.863199 -7.836600 0.036746
24.464699 -7.834500 0.047124
24.483999 -7.835000 0.026447
24.490999 -7.835400 0.036786
24.503199 -7.835800 0.041955
24.517300 -7.836200 0.052293
24.529600 -7.836700 0.036786
24.541899 -7.837100 0.031616
24.554199 -7.837500 0.021278
24.566500 -7.837900 0.041955
24.580599 -7.838400 0.057463
24.592899 -7.838800 0.031616
24.605200 -7.839200 0.047124
24.619200 -7.839600 0.057463
24.631500 -7.840100 0.052293
24.643700 -7.840500 0.052293
24.657799 -7.840900 0.062632
24.670000 -7.841300 0.041955
24.682299 -7.841800 0.052293
24.696299 -7.842200 0.036786
24.708599 -7.842600 0.052293
24.720900 -7.843000 0.041955
24.734900 -7.843500 0.036786
24.747200 -7.843900 0.026447
24.761200 -7.844300 0.026447
24.773499 -7.844700 0.031616
24.785799 -7.845100 0.052293
24.798100 -7.845600 0.041955
24.810400 -7.846000 0.041955
24.824400 -7.846400 0.057463
24.836699 -7.846800 0.052293
24.850800 -7.847300 0.036786
24.863100 -7.847700 0.047124
24.464499 -7.845600 0.036786
24.483799 -7.846100 0.036786
24.490799 -7.846500 0.036786
24.503000 -7.846900 0.036786
24.517099 -7.847300 0.036786
24.527599 -7.847700 0.047124
24.541698 -7.848200 0.036786
24.553999 -7.848600 0.052293
24.566299 -7.849000 0.057463
24.580399 -7.849400 0.041955
24.592699 -7.849900 0.052293
24.606699 -7.850300 0.047124
24.618999 -7.850700 0.031616
24.631300 -7.851100 0.041955
24.643599 -7.851600 0.041955
24.657598 -7.852000 0.041955
24.669899 -7.852400 0.052293
24.682100 -7.852800 0.041955
24.696199 -7.853300 0.036786
24.708500 -7.853700 0.036786
24.720699 -7.854100 0.052293
24.734798 -7.854500 0.036786
24.747099 -7.855000 0.036786
24.759300 -7.855400 0.031616
24.773399 -7.855800 0.041955
24.785700 -7.856200 0.057463
24.797998 -7.856600 0.041955
24.810299 -7.857100 0.041955
24.824400 -7.857500 0.041955
24.836699 -7.857900 0.041955
24.850698 -7.858300 0.041955
24.862999 -7.858700 0.047124
24.462500 -7.856600 0.041955
24.483599 -7.857200 0.031616
24.490599 -7.857500 0.036786
24.502800 -7.858000 0.036786
24.516899 -7.858400 0.031616
24.529200 -7.858800 0.052293
24.541500 -7.859200 0.057463
24.553799 -7.859700 0.036786
24.566200 -7.860100 0.047124
24.580200 -7.860500 0.047124
24.592499 -7.860900 0.057463
24.604799 -7.861400 0.036786
24.618799 -7.861800 0.036786
24.631100 -7.862200 0.036786
24.643400 -7.862600 0.031616
24.657400 -7.863100 0.031616
24.669699 -7.863500 0.041955
24.683800 -7.863900 0.041955
24.695999 -7.864400 0.036786
24.708300 -7.864800 0.041955
24.722399 -7.865200 0.047124
24.734699 -7.865600 0.041955
24.746899 -7.866000 0.041955
24.759199 -7.866500 0.057463
24.771500 -7.866900 0.041955
24.785599 -7.867300 0.041955
24.797899 -7.867700 0.041955
24.811899 -7.868200 0.041955
24.824299 -7.868600 0.047124
24.836599 -7.869000 0.036786
24.850599 -7.869400 0.062632
24.862999 -7.869800 0.052293
24.464100 -7.867700 0.052293
24.483398 -7.868200 0.031616
24.490400 -7.868600 0.031616
24.502699 -7.869000 0.031616
24.516699 -7.869500 0.052293
24.528999 -7.869900 0.047124
24.541300 -7.870300 0.047124
24.553600 -7.870700 0.041955
24.566000 -7.871200 0.052293
24.580000 -7.871600 0.026447
24.592299 -7.872000 0.047124
24.604599 -7.872400 0.036786
24.618700 -7.872900 0.041955
24.632700 -7.873300 0.047124
24.644999 -7.873700 0.052293
24.657299 -7.874200 0.036786
24.669600 -7.874600 0.041955
24.683599 -7.875000 0.036786
24.695900 -7.875400 0.036786
24.708199 -7.875800 0.036786
24.720499 -7.876300 0.041955
24.734499 -7.876700 0.041955
24.746799 -7.877100 0.041955
24.759100 -7.877500 0.041955
24.773199 -7.878000 0.026447
24.783699 -7.878400 0.047124
24.797800 -7.878800 0.036786
24.811800 -7.879200 0.041955
24.824200 -7.879600 0.052293
24.836500 -7.880100 0.052293
24.848799 -7.880500 0.052293
24.862900 -7.880900 0.047124
24.463799 -7.878800 0.047124
24.483099 -7.879300 0.041955
24.490099 -7.879700 0.041955
24.502499 -7.880100 0.047124
24.516499 -7.880500 0.036786
24.528799 -7.881000 0.031616
24.541100 -7.881400 0.036786
24.553400 -7.881800 0.026447
24.565800 -7.882200 0.036786
24.579800 -7.882700 0.031616
24.592100 -7.883100 0.021278
24.606199 -7.883500 0.031616
24.618500 -7.884000 0.041955
24.630800 -7.884400 0.041955
24.644800 -7.884800 0.031616
24.657099 -7.885200 0.036786
24.669399 -7.885700 0.036786
24.683500 -7.886100 0.052293
24.695799 -7.886500 0.041955
24.708099 -7.886900 0.041955
24.720299 -7.887300 0.052293
24.734400 -7.887800 0.031616
24.746700 -7.888200 0.047124
24.760700 -7.888600 0.057463
24.772999 -7.889000 0.041955
24.785398 -7.889500 0.036786
24.797699 -7.889900 0.041955
24.811699 -7.890300 0.052293
24.824099 -7.890700 0.047124
24.836399 -7.891100 0.047124
24.850500 -7.891600 0.047124
24.862799 -7.892000 0.041955
24.463600 -7.889900 0.036786
24.482899 -7.890400 0.052293
24.489899 -7.890800 0.036786
24.502300 -7.891200 0.057463
24.514599 -7.891600 0.052293
24.528599 -7.892000 0.036786
24.540899 -7.892500 0.036786
24.553200 -7.892900 0.041955
24.565599 -7.893300 0.031616
24.579699 -7.893800 0.031616
24.591999 -7.894200 0.041955
24.604300 -7.894600 0.041955
24.618299 -7.895000 0.036786
24.630600 -7.895500 0.041955
24.644699 -7.895900 0.047124
24.657000 -7.896300 0.041955
24.669300 -7.896700 0.016109
24.681599 -7.897100 0.041955
24.695599 -7.897600 0.052293
24.707899 -7.898000 0.026447
24.722000 -7.898400 0.036786
24.734299 -7.898900 0.031616
24.746599 -7.899300 0.021278
24.758900 -7.899700 0.057463
24.772900 -7.900100 0.026447
24.785200 -7.900500 0.031616
24.797600 -7.900900 0.031616
24.809900 -7.901400 0.031616
24.823999 -7.901800 0.031616
24.836300 -7.902200 0.041955
24.850399 -7.902600 0.047124
24.862700 -7.903100 0.026447
24.461599 -7.900900 0.041955
24.482698 -7.901500 0.031616
24.489700 -7.901800 0.026447
24.502100 -7.902300 0.052293
24.516100 -7.902700 0.052293
24.526699 -7.903100 0.036786
24.540699 -7.903500 0.031616
24.552999 -7.904000 0.057463
24.567099 -7.904400 0.031616
24.579500 -7.904800 0.036786
24.591799 -7.905200 0.036786
24.604099 -7.905700 0.026447
24.618200 -7.906100 0.057463
24.630499 -7.906500 0.026447
24.642799 -7.906900 0.036786
24.656799 -7.907400 0.036786
24.669100 -7.907800 0.036786
24.683199 -7.908200 0.036786
24.695499 -7.908700 0.036786
24.707800 -7.909100 0.041955
24.720098 -7.909500 0.036786
24.734098 -7.909900 0.036786
24.746399 -7.910300 0.031616
24.758699 -7.910800 0.041955
24.772799 -7.911200 0.047124
24.785099 -7.911600 0.047124
24.797400 -7.912000 0.036786
24.811499 -7.912500 0.036786
24.823900 -7.912900 0.052293
24.836199 -7.913300 0.041955
24.850300 -7.913700 0.031616
24.862598 -7.914100 0.036786
24.463200 -7.912000 0.047124
24.482500 -7.912500 0.062632
24.489500 -7.912900 0.057463
24.501799 -7.913300 0.036786
24.515900 -7.913800 0.047124
24.526400 -7.914200 0.036786
24.540499 -7.914600 0.052293
24.552799 -7.915000 0.052293
24.565199 -7.915500 0.047124
24.579300 -7.915900 0.047124
24.591599 -7.916300 0.047124
24.603899 -7.916700 0.047124
24.618000 -7.917200 0.036786
24.630299 -7.917600 0.036786
24.642599 -7.918000 0.036786
24.656700 -7.918500 0.047124
24.668999 -7.918900 0.047124
24.682999 -7.919300 0.047124
24.695299 -7.919700 0.052293
24.707600 -7.920100 0.036786
24.719900 -7.920600 0.036786
24.733999 -7.921000 0.041955
24.748100 -7.921400 0.021278
24.758600 -7.921800 0.057463
24.770899 -7.922200 0.036786
24.785000 -7.922700 0.026447
24.797400 -7.923100 0.036786
24.809700 -7.923500 0.031616
24.823700 -7.923900 0.036786
24.836100 -7.924400 0.047124
24.850199 -7.924800 0.057463
24.862499 -7.925200 0.052293
24.462900 -7.923100 0.047124
24.482199 -7.923600 0.036786
24.489300 -7.924000 0.067801
24.501600 -7.924400 0.057463
24.515600 -7.924800 0.036786
24.527899 -7.925300 0.057463
24.540298 -7.925700 0.041955
24.552599 -7.926100 0.057463
24.566700 -7.926500 0.062632
24.579100 -7.927000 0.057463
24.591400 -7.927400 0.047124
24.603699 -7.927800 0.041955
24.617800 -7.928300 0.057463
24.630199 -7.928700 0.047124
24.644199 -7.929100 0.047124
24.656500 -7.929500 0.062632
24.668798 -7.929900 0.057463
24.682899 -7.930400 0.047124
24.695200 -7.930800 0.057463
24.707499 -7.931200 0.047124
24.719799 -7.931600 0.057463
24.733900 -7.932100 0.047124
24.746199 -7.932500 0.036786
24.758499 -7.932900 0.041955
24.770800 -7.933300 0.047124
24.784899 -7.933800 0.031616
24.797298 -7.934200 0.052293
24.809599 -7.934600 0.047124
24.823599 -7.935000 0.041955
24.835999 -7.935400 0.052293
24.850100 -7.935900 0.041955
24.862400 -7.936300 0.047124
24.460899 -7.934200 0.047124
24.481899 -7.934700 0.041955
24.489000 -7.935000 0.047124
24.501400 -7.935500 0.041955
24.515400 -7.935900 0.041955
24.525999 -7.936300 0.036786
24.540100 -7.936800 0.052293
24.552399 -7.937200 0.057463
24.564800 -7.937600 0.052293
24.578800 -7.938000 0.026447
24.591200 -7.938500 0.052293
24.603498 -7.938900 0.052293
24.615900 -7.939300 0.041955
24.629999 -7.939700 0.036786
24.644100 -7.940200 0.031616
24.654600 -7.940600 0.041955
24.668699 -7.941000 0.036786
24.682699 -7.941500 0.031616
24.695000 -7.941900 0.041955
24.707399 -7.942300 0.052293
24.719700 -7.942700 0.036786
24.733799 -7.943100 0.036786
24.746099 -7.943600 0.041955
24.760099 -7.944000 0.047124
24.772499 -7.944400 0.047124
24.784800 -7.944800 0.047124
24.797199 -7.945200 0.041955
24.811199 -7.945700 0.041955
24.823500 -7.946100 0.031616
24.835899 -7.946500 0.036786
24.849998 -7.946900 0.021278
24.862400 -7.947400 0.036786
24.462399 -7.945300 0.036786
24.481699 -7.945800 0.036786
24.488699 -7.946100 0.041955
24.501099 -7.946500 0.047124
24.515200 -7.947000 0.052293
24.525799 -7.947400 0.041955
